date,city,location,restaurant,dish_name,price,units_sold,weather_condition
2024-04-12,Delhi,Chandni Chowk,Flavors of Delhi,Butter Naan,40,83,Sunny
2024-05-31,Delhi,Connaught Place,Haldiram's,Paneer Butter Masala,220,90,Cloudy
2024-05-28,Delhi,Dwarka,Biryani Blues,Dal Makhani,180,149,Sunny
2024-05-16,Delhi,Lajpat Nagar,Punjab Grill,Momos,100,62,Cloudy
2024-04-18,Delhi,Hauz Khas,Flavors of Delhi,North Indian Thali,200,51,Sunny
2024-03-05,Delhi,Connaught Place,Zaika-e-Dilli,Aloo Tikki,80,26,Humid
2024-04-10,Delhi,Hauz Khas,Punjab Grill,Amritsari Kulcha,160,49,Cool
2024-03-21,Delhi,Saket,The Spice Route,Momos,100,77,Rainy
2024-01-14,Delhi,Vasant Kunj,Zaika-e-Dilli,Dal Makhani,180,131,Humid
2024-03-26,Delhi,Hauz Khas,Local Zaika,Chole Bhature,120,25,Cloudy
2024-04-24,Delhi,Chandni Chowk,Biryani Blues,Butter Naan,40,64,Rainy
2024-03-06,Delhi,Connaught Place,Flavors of Delhi,Butter Naan,40,110,Humid
2024-01-29,Delhi,Hauz Khas,Local Zaika,Momos,100,144,Sunny
2024-06-18,Delhi,Hauz Khas,Biryani Blues,Butter Naan,40,46,Cloudy
2024-02-12,Delhi,Dwarka,Zaika-e-Dilli,Dal Makhani,180,10,Sunny
2024-06-07,Delhi,Rohini,Punjab Grill,North Indian Thali,200,30,Sunny
2024-06-11,Delhi,Connaught Place,Flavors of Delhi,Momos,100,53,Cool
2024-02-06,Delhi,Hauz Khas,Zaika-e-Dilli,Chole Bhature,120,141,Sunny
2024-01-22,Delhi,Connaught Place,Haldiram's,Chole Bhature,120,108,Humid
2024-03-06,Delhi,Saket,Flavors of Delhi,Dal Makhani,180,133,Sunny
2024-05-08,Delhi,Janakpuri,The Spice Route,Paneer Butter Masala,220,54,Cloudy
2024-05-29,Delhi,Rohini,Local Zaika,Chicken Biryani,250,90,Rainy
2024-06-16,Delhi,Dwarka,Punjab Grill,Dal Makhani,180,97,Humid
2024-03-17,Delhi,Vasant Kunj,Local Zaika,Rajma Chawal,140,98,Cloudy
2024-03-24,Delhi,Vasant Kunj,Local Zaika,Rajma Chawal,140,112,Cloudy
2024-05-04,Delhi,Karol Bagh,Biryani Blues,Chicken Biryani,250,28,Humid
2024-06-07,Delhi,Connaught Place,Haldiram's,Aloo Tikki,80,140,Rainy
2024-04-01,Delhi,Dwarka,Delhi Darbar,Chole Bhature,120,97,Rainy
2024-04-05,Delhi,Saket,Biryani Blues,Momos,100,124,Cloudy
2024-06-21,Delhi,Connaught Place,The Spice Route,Chicken Biryani,250,138,Cloudy
2024-01-16,Delhi,Janakpuri,Zaika-e-Dilli,North Indian Thali,200,58,Cloudy
2024-03-13,Delhi,Hauz Khas,Local Zaika,Rajma Chawal,140,12,Rainy
2024-05-20,Delhi,Saket,Haldiram's,Chole Bhature,120,146,Cloudy
2024-03-12,Delhi,Hauz Khas,Biryani Blues,Butter Naan,40,52,Cool
2024-02-10,Delhi,Saket,Punjab Grill,Aloo Tikki,80,15,Cool
2024-05-24,Delhi,Vasant Kunj,Flavors of Delhi,North Indian Thali,200,54,Cool
2024-01-16,Delhi,Vasant Kunj,Punjab Grill,Butter Naan,40,124,Cloudy
2024-02-09,Delhi,Lajpat Nagar,Local Zaika,Rajma Chawal,140,32,Humid
2024-06-06,Delhi,Chandni Chowk,The Spice Route,North Indian Thali,200,133,Cloudy
2024-01-11,Delhi,Dwarka,Haldiram's,Chole Bhature,120,103,Cool
2024-03-09,Delhi,Hauz Khas,Punjab Grill,Butter Naan,40,98,Sunny
2024-01-08,Delhi,Dwarka,Haldiram's,Aloo Tikki,80,48,Cool
2024-06-16,Delhi,Saket,Punjab Grill,Aloo Tikki,80,68,Cool
2024-04-23,Delhi,Connaught Place,Flavors of Delhi,North Indian Thali,200,105,Cloudy
2024-02-01,Delhi,Connaught Place,Local Zaika,Chicken Biryani,250,56,Sunny
2024-01-24,Delhi,Janakpuri,Flavors of Delhi,Aloo Tikki,80,43,Rainy
2024-05-06,Delhi,Dwarka,Zaika-e-Dilli,Chicken Biryani,250,105,Cool
2024-01-29,Delhi,Chandni Chowk,The Spice Route,Aloo Tikki,80,101,Cloudy
2024-03-23,Delhi,Saket,Zaika-e-Dilli,Chole Bhature,120,13,Cool
2024-06-27,Delhi,Vasant Kunj,The Spice Route,Paneer Butter Masala,220,50,Cool
2024-06-23,Delhi,Hauz Khas,Biryani Blues,North Indian Thali,200,78,Humid
2024-02-06,Delhi,Saket,Punjab Grill,North Indian Thali,200,141,Sunny
2024-03-15,Delhi,Chandni Chowk,Local Zaika,Chicken Biryani,250,55,Rainy
2024-01-11,Delhi,Dwarka,The Spice Route,Rajma Chawal,140,32,Cloudy
2024-06-05,Delhi,Chandni Chowk,Delhi Darbar,Aloo Tikki,80,117,Cool
2024-02-04,Delhi,Karol Bagh,Delhi Darbar,Amritsari Kulcha,160,108,Cool
2024-03-31,Delhi,Lajpat Nagar,Flavors of Delhi,North Indian Thali,200,18,Humid
2024-01-07,Delhi,Janakpuri,Flavors of Delhi,Chole Bhature,120,145,Rainy
2024-05-11,Delhi,Vasant Kunj,The Spice Route,Rajma Chawal,140,50,Rainy
2024-02-07,Delhi,Dwarka,Delhi Darbar,Aloo Tikki,80,34,Cloudy
2024-02-09,Delhi,Saket,Punjab Grill,Aloo Tikki,80,45,Cool
2024-02-29,Delhi,Saket,Delhi Darbar,Amritsari Kulcha,160,114,Sunny
2024-04-11,Delhi,Dwarka,Delhi Darbar,Butter Naan,40,146,Sunny
2024-02-21,Delhi,Rohini,Punjab Grill,Dal Makhani,180,15,Sunny
2024-01-27,Delhi,Lajpat Nagar,Haldiram's,North Indian Thali,200,39,Cool
2024-04-16,Delhi,Dwarka,The Spice Route,North Indian Thali,200,81,Humid
2024-06-09,Delhi,Saket,Haldiram's,Chicken Biryani,250,128,Sunny
2024-03-07,Delhi,Janakpuri,Local Zaika,Rajma Chawal,140,124,Rainy
2024-06-19,Delhi,Karol Bagh,Punjab Grill,Butter Naan,40,76,Rainy
2024-02-12,Delhi,Saket,The Spice Route,Dal Makhani,180,106,Cloudy
2024-06-23,Delhi,Karol Bagh,The Spice Route,North Indian Thali,200,131,Sunny
2024-03-03,Delhi,Hauz Khas,The Spice Route,Dal Makhani,180,77,Cloudy
2024-01-26,Delhi,Saket,Flavors of Delhi,North Indian Thali,200,144,Rainy
2024-05-21,Delhi,Karol Bagh,Haldiram's,North Indian Thali,200,77,Sunny
2024-01-01,Delhi,Vasant Kunj,Delhi Darbar,Butter Naan,40,103,Cool
2024-05-26,Delhi,Hauz Khas,Zaika-e-Dilli,Amritsari Kulcha,160,71,Rainy
2024-04-22,Delhi,Chandni Chowk,Delhi Darbar,Chicken Biryani,250,105,Sunny
2024-05-13,Delhi,Rohini,Zaika-e-Dilli,Butter Naan,40,145,Cool
2024-06-20,Delhi,Dwarka,Zaika-e-Dilli,Dal Makhani,180,66,Sunny
2024-05-28,Delhi,Karol Bagh,Biryani Blues,Paneer Butter Masala,220,119,Rainy
2024-05-18,Delhi,Dwarka,Haldiram's,Aloo Tikki,80,105,Sunny
2024-01-14,Delhi,Rohini,Delhi Darbar,Paneer Butter Masala,220,137,Humid
2024-02-21,Delhi,Rohini,Flavors of Delhi,Chole Bhature,120,110,Cool
2024-03-18,Delhi,Saket,Punjab Grill,Aloo Tikki,80,33,Cool
2024-06-05,Delhi,Rohini,Biryani Blues,Paneer Butter Masala,220,30,Cool
2024-03-16,Delhi,Lajpat Nagar,Biryani Blues,Chole Bhature,120,114,Sunny
2024-04-02,Delhi,Saket,Haldiram's,Momos,100,134,Humid
2024-04-17,Delhi,Hauz Khas,Punjab Grill,Amritsari Kulcha,160,130,Sunny
2024-01-29,Delhi,Saket,Local Zaika,Butter Naan,40,144,Rainy
2024-04-06,Delhi,Vasant Kunj,Flavors of Delhi,Dal Makhani,180,63,Cool
2024-04-16,Delhi,Connaught Place,Biryani Blues,North Indian Thali,200,116,Cool
2024-06-02,Delhi,Hauz Khas,The Spice Route,Amritsari Kulcha,160,73,Rainy
2024-03-04,Delhi,Saket,Delhi Darbar,Chicken Biryani,250,43,Cloudy
2024-03-07,Delhi,Lajpat Nagar,Flavors of Delhi,Amritsari Kulcha,160,53,Cloudy
2024-03-25,Delhi,Rohini,Biryani Blues,Amritsari Kulcha,160,105,Cool
2024-06-11,Delhi,Hauz Khas,Flavors of Delhi,Amritsari Kulcha,160,139,Sunny
2024-01-03,Delhi,Hauz Khas,Haldiram's,Chole Bhature,120,148,Sunny
2024-01-21,Delhi,Connaught Place,Zaika-e-Dilli,Momos,100,132,Humid
2024-03-10,Delhi,Vasant Kunj,Local Zaika,Momos,100,33,Cloudy
2024-04-24,Delhi,Rohini,Haldiram's,Paneer Butter Masala,220,147,Cool
2024-04-13,Delhi,Saket,Haldiram's,Momos,100,108,Sunny
2024-05-25,Delhi,Connaught Place,The Spice Route,Momos,100,72,Cloudy
2024-06-01,Delhi,Dwarka,Punjab Grill,Momos,100,69,Cool
2024-06-09,Delhi,Janakpuri,Biryani Blues,Chicken Biryani,250,142,Sunny
2024-04-01,Delhi,Rohini,Zaika-e-Dilli,Butter Naan,40,86,Humid
2024-03-16,Delhi,Vasant Kunj,Local Zaika,Chole Bhature,120,29,Cool
2024-05-09,Delhi,Rohini,Local Zaika,Amritsari Kulcha,160,45,Humid
2024-05-07,Delhi,Janakpuri,Zaika-e-Dilli,Aloo Tikki,80,123,Cool
2024-04-06,Delhi,Chandni Chowk,Haldiram's,Rajma Chawal,140,114,Cool
2024-06-10,Delhi,Karol Bagh,Flavors of Delhi,Paneer Butter Masala,220,132,Rainy
2024-02-07,Delhi,Saket,Biryani Blues,Aloo Tikki,80,37,Cool
2024-04-13,Delhi,Janakpuri,Local Zaika,Momos,100,79,Cloudy
2024-02-25,Delhi,Janakpuri,Flavors of Delhi,Paneer Butter Masala,220,144,Cloudy
2024-04-28,Delhi,Karol Bagh,Punjab Grill,Dal Makhani,180,109,Cloudy
2024-05-06,Delhi,Hauz Khas,Zaika-e-Dilli,Momos,100,99,Sunny
2024-03-06,Delhi,Dwarka,Delhi Darbar,Momos,100,73,Humid
2024-05-06,Delhi,Connaught Place,Biryani Blues,Rajma Chawal,140,11,Sunny
2024-03-09,Delhi,Vasant Kunj,Flavors of Delhi,Butter Naan,40,90,Sunny
2024-02-26,Delhi,Janakpuri,Zaika-e-Dilli,Paneer Butter Masala,220,131,Cloudy
2024-01-28,Delhi,Hauz Khas,Delhi Darbar,Aloo Tikki,80,51,Rainy
2024-03-30,Delhi,Janakpuri,Zaika-e-Dilli,Momos,100,33,Cool
2024-06-18,Delhi,Janakpuri,Punjab Grill,Momos,100,11,Cloudy
2024-02-19,Delhi,Connaught Place,Haldiram's,Dal Makhani,180,54,Rainy
2024-01-02,Delhi,Janakpuri,The Spice Route,Aloo Tikki,80,136,Cloudy
2024-05-23,Delhi,Janakpuri,Delhi Darbar,Chicken Biryani,250,85,Cool
2024-03-07,Delhi,Karol Bagh,Zaika-e-Dilli,Aloo Tikki,80,21,Humid
2024-06-06,Delhi,Saket,The Spice Route,North Indian Thali,200,27,Cloudy
2024-05-08,Delhi,Saket,Flavors of Delhi,Chicken Biryani,250,45,Cool
2024-05-28,Delhi,Chandni Chowk,Zaika-e-Dilli,Paneer Butter Masala,220,117,Cloudy
2024-03-10,Delhi,Karol Bagh,Flavors of Delhi,Butter Naan,40,115,Cool
2024-01-17,Delhi,Janakpuri,Delhi Darbar,Butter Naan,40,85,Sunny
2024-02-08,Delhi,Saket,The Spice Route,Paneer Butter Masala,220,150,Cool
2024-01-19,Delhi,Janakpuri,Punjab Grill,Rajma Chawal,140,42,Sunny
2024-03-16,Delhi,Janakpuri,The Spice Route,Chicken Biryani,250,24,Sunny
2024-04-15,Delhi,Vasant Kunj,Zaika-e-Dilli,Paneer Butter Masala,220,147,Cool
2024-03-28,Delhi,Vasant Kunj,Biryani Blues,Amritsari Kulcha,160,72,Cloudy
2024-01-31,Delhi,Dwarka,Flavors of Delhi,Paneer Butter Masala,220,143,Cool
2024-06-25,Delhi,Chandni Chowk,Haldiram's,Butter Naan,40,44,Rainy
2024-02-26,Delhi,Hauz Khas,Zaika-e-Dilli,Dal Makhani,180,38,Cool
